,id,name,popularity,duration_ms,explicit,artists,id_artists,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
313882,15eXfjBk8M8L0aKJXe5YnG,Bésame,53,236080,0,['Ricardo Montaner'],['4uoz4FUMvpeyGClFTTDBsD'],2001-06-26,0.456,0.693,4,-4.345,0,0.0359,0.58,0.0,0.122,0.48,80.5,4
136113,2IjETsyWsRF5JpLUR7VBCF,Livery stable blues,0,186432,0,"['Muggsy Spanier & His Orchestra', 'Muggsy Spanier']","['3BxZ5P5Neiq51bwDoVg0Qh', '0u61vtGdkaLTguZ5mVxLjK']",1942,0.545,0.635,3,-4.707,1,0.0457,0.957,0.917,0.0792,0.947,168.975,4
325638,4F7bSDNsqzE4S6WsRVFT74,El Humahuaqueño - Versão Remasterizada,24,211373,0,['Roberto Carlos'],['7fAKtXSdNInWAIf0jVUz65'],1975-04-07,0.596,0.607,7,-6.276,1,0.0639,0.415,6.69e-06,0.0566,0.502,169.207,4
177212,66TqxhsWWY1r4LiqgOw2Rl,Livin The Dream,3,181765,0,['Radion6'],['2AyyZ8mU5Kmsz2ibu2FP8h'],2016-12-16,0.503,0.95,6,-8.926,1,0.0714,0.000335,0.925,0.963,0.202,135.991,4
41417,0NzBGXv6SNMWqkaHt9NLAt,Carlo Martello ritorno dalla battaglia di Poitiers,31,323800,0,['Fabrizio De André'],['19HiWVd2g0XyJstBsbW2Qm'],1967,0.491,0.416,9,-10.568,1,0.0566,0.867,0.0,0.0665,0.453,63.481,4
558449,0NYG1R49m9sZ8TYBWZ8MZe,Liar,46,217067,0,['ONE OK ROCK'],['7k73EtZwoPs516ZxE72KsO'],2010-06-09,0.534,0.979,6,-3.583,0,0.0997,0.000258,4.05e-06,0.113,0.304,103.538,4
162665,3MnfH788XZSPGqXULSbCgt,Hiljainen kitara - Gringo's Guitar,4,183667,0,['Danny'],['5jLdTpcCZRQIWiSbfKf2cz'],1969,0.452,0.199,2,-18.005,0,0.0382,0.937,0.146,0.121,0.263,124.171,3
161260,4WVgR3uY7gIrRVqAPcEY4t,I Want You Baby,11,115383,0,['Billy Lee Riley'],['0a85EJEd3a9RGM9ops09rZ'],1960-04-28,0.678,0.729,9,-4.487,1,0.0286,0.784,0.0,0.0746,0.804,108.651,4
246243,7ts4YjBFCFaS71mLvspxZ3,Nojaus Laivas,31,128000,1,['OG Version'],['0Y2zzjMum7MSOCvI0GNbv5'],2019-11-28,0.946,0.268,1,-15.322,1,0.417,0.0208,0.0223,0.118,0.517,124.053,4
221106,2333vDspe6awRarv9NWrOp,אני אדם פשוט,8,178387,0,"['Yaffa Yarkoni', 'Menachem Zilberman']","['76pEKLfsS529BIAOR3xBKD', '2mqHkcuWIxgtF0AvUyqMKe']",1970-01-01,0.689,0.332,7,-15.66,1,0.119,0.626,5.38e-05,0.104,0.748,107.717,4
434095,0d6F25Ewg6aFN57rJmmjep,Batatinha Bem Quentinha,40,83600,0,['Xuxa'],['4DOlsUBpxw706SXx05Xoi2'],2000-01-01,0.618,0.612,11,-6.36,0,0.244,0.445,0.0,0.329,0.792,172.311,4
453013,1k7oPf2K22n0y2yAZlC7Ic,Canto Ostinato: Section 35 - Live,19,242933,0,"['Simeon ten Holt', 'Arielle Vernède', 'Gerard Bouwhuis', 'Gene Carl', 'Cees Van Zeeland']","['0aU7GVdY5SUzQ0dBObFK57', '7qiNgPTb22GeyKwjTkZJN2', '7jnqMLBtPq5LpnQxvA9Dvf', '5lp9lNf5bGMx8yZQ0hp4Oq', '0O857B41mZFoz9lSJU2VcH']",1989-01-01,0.433,0.222,6,-22.696,1,0.0428,0.993,0.914,0.181,0.21,163.989,5
66884,1kq4BX4zZHyr4O5cJGcduh,Hair Of The Dog,51,234907,0,"[""Guns N' Roses""]",['3qm84nBOXUEQ2vnTfUTTFC'],1993-11-23,0.517,0.97,8,-2.932,1,0.0853,0.00559,0.0343,0.0581,0.601,134.336,4
241004,0w9CQrvs3rPFluFMSe6IVm,Na Primeira Manhã,37,264333,0,['Alceu Valença'],['559vxOLTzlAv0zB77JMcdG'],1980-01-01,0.486,0.448,0,-8.844,1,0.0314,0.299,9.76e-05,0.149,0.251,116.518,4
560142,7jXmSHYnTaV5CVr2knYhO3,東京,45,305387,0,['Kinokoteikoku'],['61H9d7hbIfFNxJJQmIL9AJ'],2014-10-29,0.461,0.614,5,-4.67,1,0.0337,0.0201,0.00151,0.296,0.292,81.241,4
83400,2r6DdaSbkbwoPzuK6NjLPn,Can't Be Tamed,66,168213,0,['Miley Cyrus'],['5YGY8feqx7naU7z4HrwZM6'],2010-01-01,0.63,0.91,11,-2.919,0,0.144,0.0287,0.0,0.196,0.743,116.98,4
243673,5bi8ryL6gy6a1BRXOf43y9,Etude No. 2,54,295560,0,['Philip Glass'],['69lxxQvsfAIoQbB20bEPFC'],2001-05-01,0.235,0.166,5,-19.632,1,0.0347,0.992,0.87,0.101,0.0356,101.182,4
162116,7CPsuXKUqE2HFC5MS2SqLd,Our Day Will Come,22,161573,0,['Doris Day'],['3ESG6pj6a0LvUKklENalT6'],1965-03-22,0.432,0.202,5,-13.887,1,0.0279,0.731,0.0,0.387,0.312,82.31,4
363857,7eec0PuSJOFbJCyk2mVIka,Halay Havası,19,148376,0,['Ahmet Kaya'],['1Y2FwScblyMxpLTrNdfwyU'],1986,0.625,0.561,0,-12.053,1,0.0371,0.725,2.27e-05,0.116,0.771,106.985,4
512936,1MfXwMfuGX2k7dENFtRHv1,Aaja Bedardi Aaja,0,173227,0,['Zeenat Begum'],['7zgBJhbZfgPBt9xP1Wq1wt'],1945-12-31,0.86,0.155,7,-10.286,0,0.393,0.993,0.0113,0.214,0.559,135.662,4
373324,1MDX4rj0ThWtUsslrRXzR8,Kadehinde Zehir Olsa,41,210874,0,['Tarkan'],['2yMN0IP20GOaN6q0p0zL5k'],2016-03-11,0.655,0.943,9,-5.759,0,0.0606,0.00226,4.54e-05,0.18,0.471,133.059,4
503847,4V7xUkyPWRF2pMDdKs6mi6,Für immer jung,31,225267,0,"['André Heller', 'Wolfgang Ambros']","['2g1JBdfoRR2qV9BZeECeuG', '1HIExD1wI4d0Y6Ehzl0YII']",1997-01-01,0.512,0.422,4,-13.296,1,0.0424,0.134,3.9e-06,0.0973,0.357,77.418,4
95289,44xq4lKnjhX9qOc0tSKlpo,Rigoletto: Act II: Ella mi fu rapita! … Parmi veder (Duca),1,324427,0,"['Giuseppe Verdi', 'Tito Gobbi', 'Maria Callas', 'Giuseppe Di Stefano', 'Adriana Lazzarini', 'Nicola Zaccaria', 'Plinio Clabassi', 'William Dickie', 'Renato Ercolani', 'Carlo Forti', 'Elvira Galassi', 'Giuse Gerbino', 'Luisa Mandelli', 'Vittorio Tatozzi', 'Milan La Scala Chorus', 'Orchestra Del Teatro Alla Scala, Milano', 'Tullio Serafin']","['1JOQXgYdQV2yfrhewqx96o', '12msfS6HSE6p3CxcznZX6R', '0bjdfjE8XbLa2Odstu6E1E', '6kjCrVbejP0Aw6otiMaxNt', '5tec1HAeVkTGyCfKlzJm0V', '1wKLEotRPkbzZOv6CABJI7', '1UgusYuLhLfW6guYuTnL1F', '6t9tn943Zw5EK2vnf5LY84', '573mV4UYh7nevzAxYshm1I', '7eZ8s8pQKR0bW7zCMzI5L8', '0aaCquW1sT2O97BRFI9hVf', '4cXFDbeEu4jEbBkB4naVQa', '6ah2TMCCB0Gn3fFnb57IyK', '0O5I4wuBqVGreHjTygycyT', '09bshvKZIhLIvbHWWXlhKO', '7JdPe4gzrYmbcko3FTav57', '3UYZxxxrntUxxEeRycqHvq']",1955,0.349,0.0996,1,-16.3,1,0.0442,0.961,0.0,0.13,0.18,116.975,3
254052,6OgtKsMrp9LOSHlG2hJfIm,No Lo Ves,14,214400,0,['No Te Va Gustar'],['4ZDoy7AWNgQVmX7T0u0B1j'],2006-01-01,0.731,0.67,7,-7.59,0,0.0315,0.395,0.0387,0.358,0.916,132.93,4
480917,1pALlwlbQRTYYnuqn93hge,El Negocito,16,174467,0,['Los Cambitas'],['3IUo2PkoXhWU5QOwjhFw49'],2004-07-09,0.679,0.796,8,-7.177,1,0.062,0.707,2.05e-06,0.301,0.968,95.461,4
244266,4U5w09WwExJUEAbcbtJ82a,Severiut?,17,240280,0,['Vytautas Kernagis'],['6WbwueBf5eqUudCcI8hVm2'],2006-01-01,0.516,0.17,4,-15.626,0,0.047,0.893,0.000105,0.13,0.381,143.248,4
438721,58jGFWOk4X8arSg5l9UrxC,Conspiração,64,170667,1,"['Tribo da Periferia', 'Marília Mendonça']","['1xxS2WrLlgl9QNGEUCsbPG', '1yR65psqiazQpeM79CcGh8']",2019-09-20,0.822,0.51,5,-6.954,0,0.0634,0.342,0.0,0.401,0.34,134.854,4
245455,5sKDdmcbFBuYi7iSMkySdu,Stand By Me,54,214920,0,"['Till Brönner', 'Gregory Porter']","['3Q4xYZ2ZuFaAsZZyjPIfc8', '06nevPmNVfWUXyZkccahL8']",2014-01-01,0.718,0.33,2,-11.132,1,0.0348,0.788,1.56e-05,0.0822,0.637,101.959,4
37210,4tj1AwhO9tYT9CzGgYi6es,A Orillas del Olimar,26,221627,0,['Los Olimareños'],['42m8eNKUwiMldH3GFcKMNi'],1963-10-05,0.448,0.207,8,-13.669,0,0.0531,0.913,0.0,0.212,0.358,78.674,3
95339,2d3v7rn2b4Lm5QVc2aY6yY,Valse Hot,28,515053,0,"['Sonny Rollins', 'Clifford Brown', 'Max Roach', 'Richie Powell', 'George Morrow']","['1VEzN9lxvG6KPR3QQGsebR', '1HJHwWck1EY096ea2iPAHO', '6jrlNnS5B830kpi40j3S6g', '2HQT5NglL0BOkpV2vmQ5yc', '41P4s0R293jpTpSF5UF0ni']",1956,0.504,0.432,8,-10.575,1,0.035,0.837,0.0356,0.242,0.724,133.848,3
475791,40fOB5r0wfKzcKZU0SkrAI,La Playax,62,142304,0,['Fer Palacio'],['4frBEXn8nhWzOVwfCSpuYB'],2019-06-26,0.837,0.57,10,-4.957,1,0.197,0.21,0.0,0.113,0.92,100.002,4
76144,2gxSaoTORdXmNLUpsNFbQk,Inevitable,58,193453,0,['Shakira'],['0EmeFodog0BfCgMzAIvKQp'],2002,0.646,0.478,6,-7.516,1,0.0561,0.244,7.33e-05,0.127,0.341,92.133,4
103890,5Md9qKrbuXpg9OzR4cZYSI,Carol Masters,31,272733,0,['Alphaville'],['0xliTEbFfy5HQHvsTknTkX'],1986-05-23,0.543,0.465,7,-13.265,1,0.0286,0.506,6.87e-05,0.26,0.337,161.827,4
93056,20SVXjKX2ieAWba04Y1ogp,A State Of Trance Year Mix 2020 (Mixed) - Road To 1000 - Outro,25,61240,0,['Armin van Buuren'],['0SfsnGyD8FpIN4U4WCkBZ5'],2020-12-11,0.33,0.728,0,-13.091,0,0.379,0.0514,0.0,0.68,0.258,73.378,5
564968,2GgG6VKpZbLmmuPKf7ReEc,Stars Fell on Alabama,1,166580,0,['Woody Herman'],['2KSxJY1WxGGVYSmoM0N54P'],1956,0.351,0.0526,9,-22.091,1,0.0472,0.625,0.000926,0.649,0.217,75.622,4
139359,7aXJUeGJgde629P1GXCmAj,Table Solo in Jhaptal,20,639293,0,['Zakir Hussain'],['6DDCjHWtL6jTl1B5wG8tF6'],1964-07-08,0.424,0.853,1,-17.785,1,0.061,0.938,0.907,0.928,0.191,112.542,4
222241,7cfH0vBGgxeh09beGKmzus,O Leãozinho - Ao Vivo,21,189907,0,['Maria Bethânia'],['3f5VCwd57gZsqMad28jyLV'],1978-07-01,0.416,0.657,7,-6.169,1,0.15,0.406,0.0,0.736,0.236,167.884,3
126101,2TgJa5mgL0Ev1kwFHL4tQB,Rollin' And Tumblin' - Pt. 1,34,181760,0,['Muddy Waters'],['4y6J8jwRAwO4dssiSmN91R'],1966-01-01,0.907,0.269,9,-14.653,1,0.0498,0.949,0.0033,0.143,0.65,118.852,4
262958,71vNhdgIia9i76hubdz4TU,Zahrajte mi tichúčko,20,115187,0,"['Mária Podhradská', 'Richard Čanaky', 'Spievankovo']","['1wRONflv4zBkvQPAXZs3M0', '464j3SBqbOebKrmdnBsWtU', '6EGqiGJnMfHsc0t3tTvOuR']",2007,0.272,0.104,0,-21.391,1,0.0376,0.988,0.000524,0.209,0.452,84.894,4
465292,0bnYGPYLCxC9LdsTQf0Hfe,Your Auntie Grizelda - Original Stereo Version; 2006 Remaster,27,150920,0,['The Monkees'],['320EPCSEezHt1rtbfwH6Ck'],1967-01-09,0.604,0.804,9,-6.607,0,0.0303,0.152,1.86e-05,0.11,0.908,94.99,4
583514,3EFdL3Q4mPrjUgfaO7IomQ,I'm In Love,35,181547,0,['Sanna Nielsen'],['3PvEhkL4pgu9glR6yOlYKK'],2011-01-01,0.524,0.879,6,-4.006,1,0.0424,0.00227,0.0,0.322,0.597,125.031,4
322758,6I6LxZymC0FgaLMjyz7jAu,Sunnanvindur,14,160636,0,['Helgi Björnsson'],['7a0EHDYu3wAgR3qiC87Mm0'],2012-01-01,0.656,0.675,1,-7.956,0,0.0291,0.646,0.0,0.186,0.522,114.16,4
374166,1XSHAC96a1iNeOsq4bqe4o,Güneşe Dokundum,52,173987,0,['KÖFN'],['3ZKkHPTZTq8z8pokwZiInd'],2019-09-20,0.808,0.525,6,-9.391,0,0.0467,0.331,0.000555,0.105,0.279,99.995,4
237331,5mXJ5D5O9x3gpw04wQ9huW,6. Casa Blanca,25,218480,0,['Malacates Trebol Shop'],['6Nc4k4Y5rX6YgnBsoXGJjG'],2009-03-14,0.698,0.864,7,-5.816,1,0.0487,0.0897,3e-05,0.158,0.511,98.03,4
46927,6r6qv2faxlb5TOfVp8p44x,C Moon - 2018 Remaster,45,274373,0,['Wings'],['3sFhA6G1N0gG1pszb6kk1m'],1973-04-30,0.583,0.47,0,-13.676,1,0.0355,0.605,2.35e-05,0.241,0.688,91.644,4
50019,62NJcC5piTuieIFiDZxiz1,With Your Love - Remastered,43,216240,0,['Jefferson Starship'],['3HC7NcxQx2Yk0fWoRKJ0xF'],1976-01-01,0.536,0.527,2,-11.092,1,0.0327,0.622,0.000334,0.0937,0.48,121.297,4
339875,6GjeV5QqujIHNRuQlFpHwv,Fisking I Valdres,37,187493,0,['Viggo Sandvik'],['5Nzx9DYLWax2Xm9FRSGJE6'],1988-01-01,0.559,0.578,9,-10.565,1,0.188,0.651,0.0,0.316,0.707,146.83,4
257095,69FFkYupLsdnwVanjutmvG,Suite populaire espagnole: I. El paño moruno,0,127067,0,"['Manuel de Falla', 'Isaac Stern']","['5BcbyYRgvvhfVGmCJSjHlT', '3HYV4ZdJ1LSOhPo5ehlEqF']",1949,0.261,0.242,11,-15.95,0,0.0357,0.976,0.2,0.0869,0.411,77.412,3
450422,2b6QkELsjy0RPxZQRwQc2O,Hilang,40,203427,0,['Killing Me Inside'],['4BsA6GhmnkTRZJrLa8LMo8'],2014-10-21,0.533,0.698,8,-3.449,1,0.0466,0.0274,2.76e-05,0.262,0.488,159.005,4
142265,3m4eSncvpU8bj8BCLnFqih,Rosario de Besos,22,174592,0,['Dueto De Antaño'],['1FgaqpsKwuXFURy2IWxJIk'],1971,0.665,0.432,7,-6.118,0,0.0317,0.582,1.3e-06,0.117,0.777,114.468,3
328894,4DYsOp2Akiffu3sZJ7Nswn,"062 - Terror aus dem ""Pulverfass"" - Teil 19",27,95907,0,['TKKG Retro-Archiv'],['0i38tQX5j4gZ0KS3eCMoIl'],1989-01-01,0.688,0.359,9,-13.441,0,0.905,0.877,0.0,0.571,0.456,62.234,3
285653,13SkM70C9XA0S5ZM21BDWI,O Cúpido,29,203926,0,['Expensive Soul'],['1VNjh8n6mHSSNQZU4sUVY9'],2014-06-30,0.624,0.945,4,-3.319,1,0.118,0.482,1.38e-06,0.0996,0.702,99.959,4
253039,2nDPVHaI1nsZyV6Yk11j6m,Hay Que Saltar,17,167160,0,['Trotsky Vengarán'],['6Hr2CvTnI7x9U3MyDH2zBk'],2001-01-01,0.589,0.854,2,-6.753,1,0.0478,0.0402,0.0,0.35,0.657,155.133,4
45445,4K5yyo3KxyLisOXDuTV7mn,All The Nasties,34,309133,0,['Elton John'],['3PhoLpVuITZKcymswpck5b'],1971-11-05,0.356,0.441,5,-14.599,1,0.0385,0.615,0.00192,0.102,0.221,148.192,4
67455,1lKI9y1DL6QnYTZguVmACX,La Media Vuelta,73,161040,0,['Luis Miguel'],['2nszmSgqreHSdJA3zWPyrW'],1994-08-30,0.631,0.683,7,-8.788,1,0.0344,0.291,0.0,0.0994,0.708,97.959,4
115859,5n563C9iXmpiJgCgPoAFzG,Negro,14,182507,0,['J Balvin'],['1vyhD5VmyZ7KMfW5gqLgo5'],2021-04-02,0.791,0.907,0,-2.223,1,0.0884,0.0132,0.211,0.245,0.828,164.107,4
25804,03OoSCPYlkiowO96GPYZhf,Till The End Of The World Rolls 'Round,10,153000,0,['Lester Flatt'],['4UEb5ZsSyDWMAiBuOeKA6W'],1952,0.796,0.443,1,-9.943,1,0.035,0.723,5.06e-05,0.0739,0.962,114.198,4
394997,7yztUlTmjQlUe8MGOgStsZ,Ti Giro Intorno,18,273200,0,['Marlene Kuntz'],['1koU3PYin1x0g79oU9VB4A'],1996-01-01,0.481,0.652,4,-8.61,1,0.0305,0.0227,0.443,0.162,0.195,109.556,3
175677,50TlgqFgrcXnwRVLwGZmaz,Kurjuuden kuningas,39,177720,0,"['Tuomari Nurmio', 'Köyhien Ystävät']","['7zBD3u7aYHxNPlLWc5CAdh', '6bYZ8a86W5Pb510nBd3o0m']",2012-01-01,0.75,0.484,1,-8.755,0,0.0277,0.236,0.000268,0.0761,0.961,117.304,4
329093,2AZxdG9dBRO3SfjBwac5w0,รักนิรันดร์,8,218173,0,['ภูสมิง หน่อสวรรค์'],['5A06yKTdJBBGxahuRWK9DL'],1990-01-01,0.428,0.15,4,-19.743,1,0.0305,0.905,0.122,0.123,0.342,94.397,4
156892,2j5dy9SzXdQ71Y2jgtiFAJ,"Frío, Frío - En Vivo Estadio Olímpico De República Dominicana/2012",59,235880,0,"['Juan Luis Guerra 4.40', 'Romeo Santos']","['3nlpTZci9O5W8RsNoNH559', '5lwmRuXgjX8xIwlnauTZIP']",2013-01-01,0.574,0.879,11,-2.336,1,0.0387,0.753,3.54e-06,0.952,0.499,125.284,4
567782,2M6ZMFxTe06Ab8H0DbpjgK,Tired Of Being Sorry,31,291227,0,['Ringside'],['7I1v2MC6VmND94zTRCcOA0'],2005-01-01,0.816,0.527,11,-5.81,0,0.0287,0.0206,0.00874,0.0788,0.54,119.988,4
388260,5oFweF4xlrtLtjh3AZ3NVA,Хрустальный мир,31,255000,0,['Kukryniksy'],['5khU3aiPxGCgFMGkF0hQDa'],2012-07-08,0.578,0.884,5,-5.207,1,0.0284,0.000217,0.0369,0.205,0.384,103.01,4
109090,1rUf9CyDi1cNgmKf8ozAiI,Megamix Vol. 1: You're a Woman / Pretty Young Girl / I Wanna Hear Your Heartbeat / Lady in Black / L.O.V.E. In My Car / You're a Woman,42,499733,0,['Bad Boys Blue'],['6OXILsPD4WNJ7XiGMAkCWa'],1998-07-27,0.625,0.944,7,-5.617,0,0.0403,0.0221,0.294,0.0802,0.881,119.99,4
368670,3RpEl7voHBj7DSVqygFNXR,Piraye,27,338547,0,['Hakan Yesilyurt'],['1ITbYPkgfua4VpVw5K1Zzm'],2000-11-01,0.384,0.339,11,-9.002,0,0.0289,0.742,7.49e-05,0.118,0.313,95.788,4
476904,0CuUVINW7Q3Zb1u5dwGxBY,Perro Chico Malo,16,249880,0,['Fulano'],['2LZMzG3MBHagZYIJa31mmH'],1989-08-18,0.486,0.675,7,-10.743,1,0.0449,0.328,0.0626,0.151,0.54,115.756,4
473716,7EFaJCW40QvYThFFZp6uXy,Hechicera,33,222733,0,['Grupo Karicia'],['0LOfrH82HIHcCXk3eFF7og'],1998-01-02,0.748,0.589,2,-12.95,1,0.0434,0.205,6.38e-06,0.36,0.846,99.503,4
166271,53C2nprn6JtzrJoyuJCM8t,Pamela,28,182707,0,['Jaakko Teppo'],['6L4Q14VamYcNYSbMAuAEzS'],1984,0.732,0.733,7,-7.76,1,0.041,0.349,0.0,0.273,0.969,89.937,4
420612,20NWSBnfdONJnQ3u7CizO1,Woah,46,177939,1,"['Calinacho', 'Ian', 'Azteca']","['050D4ZE1dXVfLSrQADtEu3', '0GoJXmDr5UBG8ValCZe4om', '5ysOQVQHHU9GJZBKmZMRHv']",2021-03-08,0.78,0.539,0,-8.72,1,0.0479,0.416,0.0,0.118,0.148,119.999,4
133664,18T56U1G85X3p5U1pHc6MQ,Trav'lin' All Alone,0,204979,0,['Isham Jones'],['4OWTlYl5kkhaZEsyjUhouC'],1930,0.694,0.244,0,-10.138,0,0.0338,0.991,0.225,0.119,0.496,142.302,4
492662,7nBXKqJlFIv6OhTUhmLghx,If Only You Could Ease My Mind,51,216408,0,['Art of Sleeping'],['70eEiYfBnUsCKuMLaXrESJ'],2015-07-17,0.547,0.494,2,-6.965,0,0.0275,0.177,0.0015,0.148,0.318,97.895,4
5485,7zZiGUoaXzOV02jTvh6zjh,Quand Il Joue De L'accordéon,0,157896,0,['Fréhel'],['0ike8zNDzesj4aOoyZMKho'],1929,0.658,0.231,0,-11.665,1,0.0667,0.955,0.0,0.0692,0.927,138.386,3
447329,6qqcFrkWnK1KJ7hHjKVQJi,Berandal Malam Dibangku Terminal,28,315720,0,['Iwan Fals'],['7LkkXDrBNVODZKIJlWGwbX'],1993-10-03,0.424,0.478,9,-9.32,0,0.036,0.0455,5.25e-06,0.478,0.107,162.744,3
201234,7LtHJ2sIeRARWZBoy5zN24,Lo Nuestro Ya Paso,39,79856,1,['Nicla 47'],['3OBi3ETOgJY1nBs5QtDWdc'],2021-01-26,0.867,0.523,0,-8.662,1,0.183,0.376,0.0,0.205,0.849,130.083,4
426106,1IDfAcL63xIRjG4Q98yTfn,Cada Que...,59,223640,0,['Belanova'],['3oNy8cjBtJzLC07I70sklp'],2007,0.638,0.738,8,-4.287,1,0.0456,0.0615,0.00106,0.0429,0.513,134.954,4
443985,0XHlLhgUHwktBr4veFM0yF,This Is Heartbreak,40,192108,0,['Keywest'],['5n9E5vGRtLsPzqk39eA29T'],2015-09-25,0.646,0.499,2,-7.617,1,0.0597,0.465,0.0,0.394,0.421,83.94,4
535438,7iwojZ1kOMpy9QXNQHaduk,Duchove,22,227373,0,['Vypsana Fixa'],['1sojChx5H9UtPIVnRgHDGz'],2009-09-09,0.283,0.775,0,-4.84,1,0.047,6.9e-05,0.000822,0.0639,0.112,138.153,4
91211,4l7xTBhT0n3TGrJDkbxCbN,Why I Came Here (Mixed),22,88813,0,"['Simon Lee & Alvin', 'Susie Ledge']","['1fgEbXA5HUXgCFXacis5zo', '2IuTspiSwgQQs4LmvNSBIZ']",2018-12-14,0.477,0.926,3,-6.774,0,0.0413,7.88e-06,0.434,0.347,0.334,129.964,4
561956,5H6HtYNOkR1TEThh1LAyuf,紙様,44,199627,0,['Creepy Nuts'],['0pWR7TsFhvSCnbmHDjWgrE'],2018-04-11,0.677,0.976,7,-2.902,1,0.138,0.2,0.0,0.252,0.744,136.922,4
379941,09By4L1F4e7kcAtLIvsRuJ,Get Around Town,53,139107,0,['Revolver'],['2ERWfqqrtdXicQJ9wcOONf'],2009-04-27,0.851,0.847,4,-3.718,0,0.051,0.367,7.08e-05,0.156,0.964,96.093,4
512008,0AxLIfhC8CJFhYKhlstqNh,Kya Chain Se Baithe Hain,0,165164,0,['Rajkumari'],['1MmP6hxFlp8Wfv6afPqXRN'],1942-12-31,0.669,0.15,11,-10.35,1,0.341,0.995,0.783,0.118,0.77,129.115,3
9063,2sm4UHxiCzGSN3z77wBbCX,Summertime,0,311040,0,"['Licia Fox', 'Tormy Van Cool']","['4zdsw3NAikek7QUCQewWkY', '5PwJMO1gFDHvYlOrXPPAYb']",1934,0.444,0.0982,3,-12.822,0,0.0325,0.929,0.000286,0.134,0.0749,112.735,3
242493,4FpeO73o95yo9WjoA7azaV,Something Wicked This Way Comes,42,273333,0,['Barry Adamson'],['4xoV3kh3rwrWaPc17zyDyY'],1993-07-01,0.689,0.465,10,-12.16,1,0.0374,1.71e-05,0.927,0.121,0.43,99.562,4
479369,2vntljCvU3v2j1qb3uMNwN,It's Love I Need,23,174533,0,['Marvin Gaye'],['3koiLjNrgRTNbOwViDipeA'],1968-08-26,0.663,0.525,10,-10.327,0,0.0307,0.118,0.0,0.104,0.733,110.354,4
86999,5Nm9ERjJZ5oyfXZTECKmRt,Stay With Me,83,172724,0,['Sam Smith'],['2wY79sveU1sp5g7SokKOiI'],2014-05-26,0.418,0.42,0,-6.444,1,0.0414,0.588,6.39e-05,0.11,0.184,84.094,4
303974,5MWx5bkuRauFJenpG1w5wt,Live My Life,49,237107,0,"['Far East Movement', 'Justin Bieber']","['698hF4vcwHwPy8ltmXermq', '1uNFoZAHBGtllmzznpCI3s']",2012-01-01,0.683,0.804,9,-6.592,0,0.0849,0.00289,0.0,0.0949,0.522,128.007,4
95543,0tEOUFhx6xgpjKUZg3cVdX,Love Is A Many Splendored Thing,12,253907,0,"['Clifford Brown', 'Max Roach Quintet']","['1HJHwWck1EY096ea2iPAHO', '6ynifrh6ZrWXHAywnUlNV3']",1956-03-03,0.452,0.494,3,-12.763,1,0.0564,0.511,0.0116,0.292,0.837,157.502,4
521831,3eTVFbODc7nMMb7DRFx1Ko,Mareyada Nenapanu,14,264255,0,['S. P. Balasubrahmanyam'],['2ae6PxICSOZHvjqiCcgon8'],1982-01-01,0.462,0.722,5,-5.415,1,0.0315,0.0738,0.000157,0.144,0.629,109.815,4
24531,0hJlNX23bqNlF51l653fBm,Klaio tin katadiki mou,0,199160,0,['Stelios Kazantzidis'],['5BJ7GXyi2tVyoKMQM7cSpM'],1950-01-01,0.578,0.223,9,-15.065,1,0.0986,0.993,0.00173,0.109,0.788,127.886,4
495522,6Tpx80Pp4ZGABsIlvRcmYK,Kapitel 31 - als Pirat (Folge 041),25,60012,0,['Benjamin Blümchen'],['1l6d0RIxTL3JytlLGvWzYe'],1985-01-01,0.718,0.283,5,-25.183,0,0.9,0.287,1.54e-05,0.602,0.185,81.765,3
422105,73XfqsZOs5IOZPkQrJPM90,Desdén - Canción,10,161080,0,['Óscar Chávez'],['4QHjJWgPhculd31AHEsjOb'],1971,0.569,0.284,0,-19.394,0,0.0624,0.84,0.00205,0.303,0.756,170.901,3
161786,0YV04oWoTBSKNthcdfGSAj,A Tribute To Someone - Remastered,19,525000,0,['Herbie Hancock'],['2ZvrvbQNrHKwjT7qfGFFUW'],1963-03-19,0.519,0.392,3,-10.058,1,0.0365,0.769,6.54e-05,0.12,0.37,130.7,4
258087,4wTVrHE4mQhSdsGZDIQ0xr,Merry-Go-Round,22,205507,0,['ABBA'],['0LcJLqbBmaGUft1e9Mm8HV'],1973,0.502,0.561,2,-10.288,1,0.0291,0.119,1.19e-05,0.199,0.858,95.353,4
351523,4IB7deIODRPrCt8XAatgk3,Long and Wasted Years - Live,0,215947,0,['Michel Montecrossa'],['6mAryvQ8A8HR6oI1D43FUu'],2013-09-11,0.257,0.583,7,-6.422,1,0.0413,0.0704,0.000137,0.355,0.42,175.929,3
386289,6elTTcyTA5P1z0ibMWG2Te,Твои большие сиськи,24,158171,1,['Distemper'],['73KPvw0VFDPbhS63pEqEXQ'],2000-01-01,0.612,0.911,0,-6.143,1,0.101,0.11,0.000409,0.0662,0.935,99.737,4
372094,4txOdPaJ2l13JlfzUA7ibo,Issız Ada,39,202227,0,['Sıla'],['5gFPi3KWXEwA9bLEO47Ow0'],2012-12-01,0.623,0.41,11,-9.999,1,0.0593,0.256,8.4e-06,0.211,0.626,118.925,5
