,id,followers,genres,name,popularity
197681,2CK5azw55ujF78bo4LLsKS,1877.0,[],Leo Pereira,26
535460,1TGDMRqhE7pxc6vvjFYOdp,429.0,['australian shoegaze'],Roku Music,2
591028,10bUjF63rhDZlxtnsYF6JA,3.0,[],The Brothers Dirt,0
112079,01eadA6whtsJqQIfH6kPma,1.0,[],Natalia Bartolomeo,0
967564,5t4U4LenAphpsU9tzYlX7u,0.0,[],Dylan Rhymes feat. Katherine Ellis,0
802869,4Szd3eKXwRzUOrEX2NHHmL,16.0,[],Lumière D'abstraction,0
511672,6FvziWWkixjDe9rDS1AwFk,415.0,['french experimental rock'],Le singe blanc,2
144804,7x5rK9BClDQ8wmCkYAGsQp,1023579.0,"['british soul', 'neo mellow', 'scottish singer-songwriter']",Paolo Nutini,68
980732,6xueaVQYU740SniYGpHFhn,7.0,[],Singgruppe Alttracht,0
783559,1ObijFRn115fyNGvndCVWN,47.0,[],Ken Jenkins,16
862836,18pfezVicJROB7KoWV74Mc,3301.0,['vocaloid'],かいりきベア feat.flower,23
614725,5OX5tyAapUsTuSae9QHmRD,34.0,[],Lence and Pluton,1
762738,0pGMFhALwWoIY2STjQgN9L,22.0,[],Car 27,0
603098,4obcXgiF3laCJm8ZdfkTOV,76.0,[],Symphonic Four,6
849573,5nF5OQvSvleWNEGl3mrIt0,69.0,[],Cyntrix,0
655863,3UOLzaApB93JqufziQPKdM,408.0,[],BDSM,1
811738,5yTTmrRBCeZQ8kXQ2wBjsv,35.0,[],Fathers' Angels,3
997898,6w2egMhGYfXCm2dAAgBMaA,1.0,[],Signalrunners & Julie Thompson,0
437144,290tTNIskp7o1O4GIqMZWt,746.0,['strut'],Willam & Rhea Litre,11
646474,3xALLGmN21nghBwYWPTA9l,125.0,['doomcore'],Sarin Assault,1
16768,6pJdJSI3HsmjyL1wccGqxI,18985.0,"['zouk', 'zouk riddim']",Warren,37
950559,4TpFO9H0SUpxqQJN3x1qSm,14.0,[],Dyler Silver,0
604950,1KV0XfP9m8JvafAtAakGZN,95.0,[],Modi,5
720210,4nEF8XLxCUBjCOSzPxuvyG,177.0,['swiss metal'],Mind Patrol,3
838125,1tH4fmk9BrgwFSaoHxUDpB,145.0,[],CashFlow Ruu,12
790941,5p29GxkGNxeXPCAdXboGNd,657.0,[],Violão & Piano Clube,6
936254,16bZP5fTcYxeusqiRFzrhs,1604.0,['heavy psych'],The Hazytones,6
669151,6S2DUG8jgRzX8v9cnHo5J3,982.0,[],AmirSaysNothing,24
29628,02fS9D5olEELKF7iokpzwn,0.0,[],Joe'L,0
648487,7EGx1VK2pUf2UZ9znnjQwh,23.0,['indonesian electronic'],Damian Saint,0
722421,7byBHUuyH0O9kO4mr7CY9v,2843.0,[],Splikerno,5
724492,5gpdr2m2nOvvKrEgtbD16W,18486.0,['folk-pop'],Ben Zaidi,42
204103,05NUdXE48hL64rngUr5bqM,139.0,['classical soprano'],Carol Neblett,17
291211,6aRn7t9cqyOHtZ3btw3AnB,63.0,[],Leila Bounous,5
191350,2cRU20gTiJDxjQadbtENvV,18025.0,['spanish punk'],El Noi del Sucre,36
534478,4ey4tRGvWAoTCRxji0zzl7,1.0,[],Ruby Paul,0
75934,0UUwaIuWWLNxhtIZFoiSQ7,21607.0,"['dangdut', 'dangdut koplo']",Lilin Herlina,37
829720,2f2YXbZu70l4W0c2wWJG6O,42.0,[],"Teddy Pendergrass, Harold Melvin & The Blue Notes",0
249366,3lRG8ptwPxwEtvwKF2krjd,312.0,[],Mala Ganguly,12
406494,6tqlWNGvqrB23OOHvy2T1n,1.0,[],Umetnik,0
280662,0AdvVLJLGeRDeeulgYqB7S,10782.0,"['grisly death metal', 'swedish death metal']",Demonical,25
983034,3KTMvBuES33WeC9mbbJRw8,48.0,[],The Dorset Singers,16
193076,3FmPzdYKLHjE6gHIdghfhL,191.0,['spytrack'],Andrew Jackman,31
929449,4is3dAsgi34LWmW2ocpzjN,14.0,[],Devil's Angels,0
226189,389yV74cbMk5zFISIPwyXX,131.0,[],A Little Space,0
807128,2sN7hTiysOyDR7JQ4xYSLF,11.0,[],Orchestra Sinfonica di Milano G. Verdi,3
53439,0OK7AjoXusK7XTr57oFruE,0.0,[],Nachu,0
237671,3fxvlAkFMqqrOTbmg5F1HY,855.0,"['japanese electronic', 'japanese house']",Tokyo Black Star,11
1031605,5CGijl6QKxXE1w2dzx56UC,230.0,['proto-rap'],South Bronx,5
602987,4s2YchlBcxSIqjwtDE8Ffv,27.0,[],Jim Oertling,3
328694,3ljK3UprmcWotHs686486V,78.0,['danish jazz'],Jacob Christoffersen,20
291801,6e4fcYE06mIHH1qXs2x39s,44.0,[],E18hteen,0
682667,70hQesikOIMcFikmAg0dCh,216.0,[],Joelma Kláudia,1
414186,3sKsW7UGvWjeqwUOkJdQlt,0.0,[],Chuckie & Mastiksoul Feat. TOK,0
263563,2CHoIFVvXoxaNRYYEM4XJQ,763.0,['polish trap'],Fast Life Sharky,37
1066288,1SJ7VFtg1Yf1PjFigMnTBf,1451.0,['kirtan'],Srikalogy,33
433446,5yGOdJHufGCyq6VzwFwct4,115.0,[],1612 Underture,3
267138,3eGfcvNkmPZsE8Gjmif892,16.0,[],Pure Poetic,0
436893,1QHzsPneybL1K7J2y5uOOx,4.0,[],Electron In a Box,0
696322,2MyX6gy53TyoJu0EeJWdGu,355.0,['musica catarinense'],Giana Cervi,2
1041769,1xGocoA7vnpzOAsYSFPgIC,35.0,[],Mike Suh,0
331388,6r3rY1KFB5MJR3RTN7EDWf,334.0,[],K.Avett,3
566049,3XB81T6mZgNBAs4KOktCe4,124.0,[],The Yellow,0
1076185,3eWDRGku635MDKpCvEbx0t,5965.0,['russian metal'],Артерия,18
1075894,5iTUhhJAOVPs18T6jBuBHs,74.0,[],The Soundstrippers,3
139595,07L6XZ7QaTsZLP8jwLoFgY,67277.0,"['azeri traditional', 'classic persian pop']",Googoosh,48
64914,1TWfYWNywX3nKCYfdgVHfr,3509.0,"['classic swedish pop', 'gotlandsk musik']",Ainbusk Singers,31
780643,0aalePDWg9OLvDUSCf23ek,439.0,[],San Fernando Symphonic Assembly,35
523761,2o9cV0D3jfaZa8Io1N45xB,368.0,[],Elisa Serna,2
711115,7rQ4q6iROXmwHe9UrgI8U1,52.0,[],D'Beizehöckler,6
877565,2HgNKAqCn7OaIwmzzdB9pi,0.0,[],Mushroom Spiderhound,0
476679,5gKlKEhj2Q4a93agCBSDBk,32.0,[],Fervent,6
828243,76ql9Gp1z2Eroorwszr7op,6.0,[],Kyung-Wha Chung/London Philharmonic Orchestra/Klaus Tennstedt,0
52675,47DQBkDU2VieRG0aJUcPJs,36505.0,['modern blues rock'],Jace Everett,44
912025,6E4QjEqaDo9uP7836A7D1Q,42.0,[],Kült,2
375043,2lrhkQUDyqUefmKfrbgUj8,223.0,[],Superunloader,5
1095985,5sz9DzyLcquvoukdWDueoJ,18.0,[],Mark Pierce,0
922610,265bNyk9YbIZEPTtviyHg1,14.0,[],Jesus Artehaga,3
583506,1KKEkQdykkHEW66USatNXM,3823.0,[],Nik Alevizos,32
1064652,4uonUB1yOaeSJoIoqIRY6P,70.0,['tanzanian traditional'],Milimani Park Orchestra,0
91841,05TnpfUKdojU4YL3JrwI15,22.0,[],La Impactante Banda Cazadora,0
419293,4j1gkI9gER9H8EP9UxwKF9,126.0,['cumbia funk'],Homero y su Combo,7
1043682,7xeP99eXW6n02pIvxOL5gv,777.0,['detroit trap'],Cashout calhoun,20
750029,3CBqcw9w3mYjaOLmsOdWph,8.0,[],Karsiyaka Municipality Chamber Orchestra,6
942416,4wCCP9wfIhZmdAUYM3exdr,107.0,[],Joelito,1
116287,32UL2dRIFoeUL3ViLatNGv,4166.0,['gaming edm'],STARLYTE,39
744869,5qlaKDUrXLYTIwzfODCjYL,20.0,[],Davit Melkonyan,5
717619,1ib872fOisLSsACg8VYIib,103.0,[],Grand Prize,2
980574,19noWSnEdcPwwjOnLwiLNB,1717.0,[],Treovr,0
1011308,0OaOg4iRyNE9PNPwuFHnJI,59.0,[],Lev Markiz,20
170734,1fe8ef25l1AS0ZZCQtTMAj,81.0,['classical tenor'],Benjamin Hulett,15
541478,7ddFngVXelzqowPanWStpy,2.0,[],Matt Pischl,0
945639,4QkjXMJxjquNkzwrxSVcBY,46.0,"['chinese traditional', 'erhu']",Jiang Jianhua,1
396100,2RkfmroyW3k0XS90gnTGfb,25.0,[],Mike Russo,1
729275,7GARKnBgprFVUDzNddtwi8,11.0,[],Anneke Douma en Frysk Fanfare Orkest,3
386802,4p3GxyqDCc4FZaKVyM6YkB,11.0,['cajun'],Dudley & James Fawvor,0
979425,3pYSUXLGrnaRmVAbXhAUnu,13.0,[],Brian Schembri,2
422761,6kg7xijj9rUMmvjl91pEQB,63.0,[],Yawar Inka,3
846217,209zOAI4iirpLdEbMOOIXs,264.0,[],Ketek,7
460333,42v3Ms1M89fxuny9QvLsIS,1.0,[],Helen Shadow,0
650304,7gbjTPxonZsmeQpAbibZXW,11.0,[],Technicolor Hobo,0
1046077,2K2OFEP20tWRSHu0a4gO7L,316.0,[],Elephants of Scotland,0
643338,2aeMyeAlFSD3yLKn9FtXck,15.0,[],Nondroid Sound,0
170768,4H0zGQILA7vJKl0ot2OYBf,4524.0,['string quartet'],Brodsky Quartet,30
180067,2Lty0LhtTUAru69lFoYoKM,2.0,[],Ferron Amalachi,0
1075323,2i7gaOpbpoD32eINvwDKpi,1.0,[],M. Cooper,0
134153,2sDLEhE1UsOi6zu5ZiYn2J,10.0,[],Winfried Zillig,3
307758,4KlHTYtH6LJzjEm5mkLjRj,22.0,[],James Carson,19
163397,6DxhPdkRwFd3QLy1f7VzWw,649.0,[],Big Show,0
990660,2pLxVh9VGIirVRP8hISnGp,1107.0,"['crossover prog', 'modern progressive rock', 'neo-progressive']",Deluge Grander,6
736241,7tH7e9TrldpqHxnsqiIjA0,255.0,[],Maria Spacagna,3
29784,6EE7tvzL6NGPZ4sUVOOaQy,627.0,['jazz quartet'],Art Blakey Quartet,12
791936,50oYtzldxskeKfDQHddudG,8.0,[],Célia Houdart,0
177947,7blyuo5sQPRB2tmtUf2SpZ,15724.0,"['contemporary vocal jazz', 'swedish jazz', 'vocal jazz']",Viktoria Tolstoy,36
697346,5oGc4c9RIZ8EHkS5vEFpMy,62.0,[],Mehaa,0
947862,2sywuKSPUHekcJMmU628S6,46.0,['exotica'],Esquivel Orquesta y Coros,12
459996,4CfPrlKc7OGntJYMhR3Qbp,40.0,[],Just Plain Darin,0
669427,21z95AGgP4FLr6NDsvQMUa,31.0,[],The Southern Shame,0
795747,2QAtHTrf3izFecwZUPkyRu,1275.0,[],Jay Stocker,49
807420,2f2M12yB6E7XMCTfpR7A8X,545.0,[],Spring Creek Bluegrass Band,7
907201,6C6Z4OCTWjONLE1QqxLCbp,69.0,['opera chorus'],"Chorus of the Teatro Massimo Bellini, Catania",10
223171,56gMovAlFdnmrDk2BcfUlJ,1618.0,[],Rx Papi,37
637780,6b2JAmodwkcKjcoTERth1p,22.0,[],Thorns of Creation,0
65903,0CxmUn9PToGI49cIjoERUx,1.0,[],limjeonghyun 임정현,0
784669,4IxrQcWe6ycsoGqzf9CRlC,35.0,[],The North Country Fiddlers,2
641407,4Gm5XKnhpXYz6eYVkXvsdW,1.0,[],End Is Nothing,0
1092889,4yK7dR3EcEgdBKTbTvqlhn,510.0,"['deep new americana', 'roots americana']",Mac Leaphart,24
1058660,15b3eDGLzXSDv2M4Fqc8qg,9.0,[],Zion Spirit,0
913048,3sUFGLzxBRpQzz2rsWFJX8,16.0,[],The Kool Gents,3
993763,6WSJgcTdLxLsrgs8UGmLgG,16.0,[],Woody Guthrie & Arlo Guthrie,0
373796,4UPP9Gao1GbL2s2ScgEvln,1447.0,[],Catharsis,29
106977,00BhHOP0hxtBuNnFLMoAsU,4.0,[],lilTB972,0
765360,2reLZpm2nE06OYcRwkx9Bb,155.0,['boston rock'],6L6,3
166032,2KILs9MaXpCMCSZH34pih0,3774.0,['chilean rock'],Leo Quinteros,16
992904,0fMb64u1oy827az84f8FtI,50.0,[],Francesca D'Ausilio,19
463462,4gZ8p77lxjYUiFjIcNB11h,67.0,[],Pedro Vaz,1
1034106,6nHyCS4IQPh9ejt7DGp9Wg,707.0,[],Regenbogenfisch,0
59937,2h9ZEx9DABEGQyZ5oij09G,8807.0,"['baroque ensemble', 'classical performance', 'early music', 'early music ensemble', 'historically informed performance', 'musica antigua']",Le Concert Des Nations,45
1101083,7oNsWeRQO6VsvqYWrjzjrF,228.0,[],Tamer Seif,0
296921,4PyfX1KD6iD4tD4xDuXvXI,1111.0,[],Grupo Equis,20
1030694,7m9b6gmGHa9aH1C5VA023u,4.0,[],Greg Lastrapes,0
565475,59D1PBB1T5PsgKCy1tblCc,38702.0,[],MC Jerry,1
755821,3JUPiGh995t6SFMmax0Rn6,278.0,[],Chiasma,3
354371,2dfejLKiyaYS8p3nw2udCL,0.0,[],Lino Banfi & Amedeo Minghi,0
216991,18CRBIsfov0UyILv9KtEGF,2827.0,[],Timir Biswas,23
1019448,738W4OCR4LbQOwjcKWbtf5,0.0,[],วลิส สุระเวช (Walit Surawet),0
42327,66vFpn9ElqFFhFt81OPeDB,1010.0,['classic malaysian pop'],Nurul,25
322499,6cBNfwzuncz3AYj9QIEukj,1.0,[],Corpulate,0
526362,0aektIlV9R9Oq6HNPgUx45,81.0,['funky tech house'],B.Vivant,3
208093,0NIkxebC68kO8BAsQS0RjM,825.0,['magyar trap'],Kao,20
619087,3dKatnyiXMGa48zB6Z5m8t,7.0,[],Percival Mackey and his Band,0
42828,5raDEdlwld00GggsoWtip0,0.0,[],TresJulian,0
321551,7wdpY0h6S2unadfAb3f2Qc,934.0,['experimental indie rock'],Blood On The Wall,13
1070237,6PWOebTW7UN6UNAkY1G93Z,53.0,['chill groove'],Chillowack,2
124918,00WElRlaqCytrUzLkaoIVw,1.0,[],Sensei31,0
738143,06Uok47S783K1fPNxvGOzs,7.0,[],DJ SHAR,0
964976,1zXyfpp8PEeXl2u050zbop,163.0,[],And The Hero Fails,2
71834,01g0Iu1s8buDsS8lIVdrxx,56.0,[],Alle70x7,5
861487,2oThAjMW6yMMqpjt0ffmcE,784.0,[],Yukari Hashimoto,20
1012143,4VELVrY9nSpLtcPO1AH3uS,1.0,[],Nowhere Girl,0
509204,7MILO9UTdGkwPbEBKd2wVb,127.0,[],Funsize,2
1094278,3hhzUIBO4WKKV0gkd4F6tZ,5.0,[],Pro Arte Chamber Orchestra,3
1020697,1RovfFQv7pbMm8f5CL87jp,1.0,[],Veegos,12
303269,3qvYWURa3HDfR627sBc42M,30.0,[],Frank Vignola & Friends,0
1095859,1d36uttKtAyhO0b6RYgLzT,1.0,[],The Lovebox Apparatus,0
198010,0qSOYwXm8Ezzw9pEQpVaMc,779.0,[],Zoro L'Frerot,14
931371,33qXPMpzDAbuGgTHmgBTnF,282.0,[],Ella Bric,5
606024,5pCVf5dXIBGM7g1nbbCRwp,14.0,[],Rainbow Diver,2
688428,7rWxoCPZzXv1cYG0AJnHmM,21.0,[],Alexandre Rexach,0
1008966,51XE5QoZX9Imr5M6dU6QbA,364.0,[],Petrodollars,8
764319,6ewwAKHZzJqK1579uDIEkz,15.0,[],Humaana,0
253445,2RyhpftP5oaF8mFCkajAor,92.0,[],Antonie Kamerling,2
268104,4C3R2OCA4XGN1K6Cs3jvTp,2144.0,['polish metal'],The Sixpounder,14
767016,7N2IGz0kaVHhonoXbmuLdz,3.0,[],Sonya Emm,0
753121,5kwuZjkUvc6Gm85l26rFjs,21.0,['neo-singer-songwriter'],Angelina Bentley & the Cosmic Party,0
4212,0oP3GUO1396HdrjsjSQzMY,1436.0,"['samba', 'velha guarda']",Sidney Miller,18
933443,11viTjraHmtqsEo7cNa9r9,250.0,['rock abc paulista'],Setfire,1
176623,6pGGmOIplCq5ajsrSTqEwu,105.0,[],Nataly,4
488468,6TiXDP0ADpyOZrPozVGvbX,1037.0,['pop peruano'],Confidentes,16
814123,57WzxVBCA8FAhwUJNgedxR,958.0,['villancicos'],Coro Infantil Del Parque De La Ilusion,8
573764,1W3XGHD80PdZ7jwP7R45A1,32.0,[],Shag Tucker,0
408406,3ttOM8vvawPOOi6uZjN6GL,406.0,[],Música de Graça,8
135333,4fx1PTtUDsq0WA0mDbPyDr,230.0,[],Wiener Opernorchester,33
203877,2GTGi2RC8sajDRwBXKpWYg,6498.0,['float house'],Tell,35
325639,6OF2Wnx3ILXPcUGPLYFSJM,40.0,[],Reiner Vogl,6
170832,6q0VgvpCMizbPPeK4O1vHX,927.0,[],Tinnitus Cure,44
290533,5Q2TZcI5h5K9GzmknrVEp6,234.0,[],Jana Koubková,8
196736,0Ut5FcDeEgaM9PM3LvnH6j,13585.0,"['bass house', 'deep groove house', 'electro house']",Dillon Nathaniel,34
1038077,5KB6Q3gAQiVtQCwDeFCyv3,3191.0,[],Scythe Gang 666,34
366181,4BJhEQ61nK2phVOJ7w1DEk,78.0,[],Siversa,1
953711,4GiHPfQ0ARIxDwzDoT3d54,48.0,[],Clarence Grant,7
309433,0wi5oARMvkJWptmWJY02qE,6.0,[],Little Fields,0
609877,2mgr9vzB7VF10t1S5x20yn,1883.0,[],Pupi Poisson,13
501051,5UB0V8ihaWoZYto5R2lG0u,20.0,[],Music Of The Indian Army,0
663432,4uqJQlRcSnCyF53apftHTJ,6.0,[],Vernon Ray,0
465003,4hFdeT7y5Kxh2orZOfiA3n,3019.0,[],Alphonse Hertzler,16
634631,1qLWTSNR6zAiKvw78mQrui,1432.0,['harmonica blues'],Rod Piazza & The Mighty Flyers Blues Quartet,3
221161,47jdlqzmvdk0SFUU0gweMz,2240.0,[],King Sis,41
181788,3uD9TLGDdEycCCktwR1IlP,24.0,[],Yana Reznik,11
575830,4JynhJTiYekQO6MhleSVxF,456.0,[],Hookfoot,6
1028152,6JIAMnZt8EL1ItH7kB7RA3,2.0,[],Chda,0
937634,2Kt1xuftNrWGU7KlXgJ3vo,40.0,[],Gideon Jah Rubbaal,1
47606,3yW6jTzGjHUUkLvLkjLOVn,95875.0,"['australian alternative rock', 'australian indie', 'australian pop', 'australian rock', 'perth indie']",Eskimo Joe,48
352079,0HmKDg1De8oB5OVcIrjllt,7.0,['faroese folk'],Suleskær,0
928547,76vIVE6zLkfsVIEZk3RTpv,6.0,[],Jasmong,0
858370,5dSpbQI1YBmG2nprIUYOl1,7.0,[],Silvereight,0
275115,6tntnmFbhgTzuglxjSBtUp,6.0,[],R. Narayanan,5
388499,7Koi5igJvurgo8N0iOYj1O,55.0,[],Ali Tcheelab,3
284177,435rGyZFVARoIJZQBA66oM,4873.0,[],سلطان البريكي,23
256503,5Cx77KdxR9adoYQR3FlVH7,7588.0,['swedish soul'],Isak Strand vs. TOE,32
439498,2zyLLhavAl32o2ZIoWpfsT,12.0,[],Maria Theresa von Paradis,0
79076,01Hg9xuuiiojD8ax8YVqFX,9.0,[],Sidewalk Frank,0
258792,5aMZwMWCCK1k7IElcelMTj,87.0,[],Rexantony,2
871663,46KwHwRhfpHKmqTkkFsTZR,20.0,[],Randy Montgomery,0
552597,75niWDZKdSrNZUE0VBRBSh,405.0,['classic sinhala pop'],Chithra Somapala,7
442609,2IGsvdTYpZZkylwuFIe41H,440.0,[],Byanca,0
122847,6v0zo3IWc6Tdfs1AievsNZ,5366.0,"['naija worship', 'south african gospel', 'zim gospel']",Minister Michael Mahendere,31
663665,7MoqcWOPD6BEKF85fxvwuD,399.0,[],Merina Gris,20
68887,7EJOci2riuoA779joubcbN,1.0,[],R.Mázik,23
347634,2aHqHyfrKu2xFD7xBDrM7f,199.0,"['cinematic dubstep', 'experimental dubstep', 'ghoststep']",Alien Pimp,2
365290,6UlOHgp6C8Gww95vudwKE1,11.0,[],Earsome,0
147294,06jk84IvUIUXU3dChMPQBa,0.0,[],Aztechnology,0
718781,2cIsYNeEVRa41RUpbpgBBB,12.0,[],Olhos De Agua,0
437209,1o4giKf75cpOA2uzYOKBas,2975.0,[],Mandi Nishtulla,12
1016880,3rWHaFinTidF106sH4MCSD,259.0,['bisaya indie'],Sunday Sunday,0
1022314,7a85PObqD5r34mhbNY5Efj,56.0,[],Ryan Maguire,0
82839,364dHqe2BwXqmOhgdBXpw8,56133.0,"['algerian folk', 'rai']",Cheikha Rimitti,30
67165,1srLlKy0yVmQorLl9PhXbS,17472.0,"['classic praise', 'uk worship', 'worship']",Graham Kendrick,41
867522,6YUkucQv0G5e6FaRvRPbe4,771.0,[],Ian Karmel,10
696489,3aSWyiZ5nd1RmBVEaW4eJX,7.0,[],Feitos e Efeitos,0
127310,035a8i1OwnUAcfz17SbhhC,1.0,[],Keregmempoines,0
856857,7AGG8NQJMeCQNHK0KHcZyJ,3093.0,[],The Reminders,17
1039841,1UdeYpB4hl09WschxORTPc,22.0,[],Charles Fold and Bishop Albert Johnson,0
813881,7yUto3D7h9YQpOAghDHkn4,0.0,[],K1ngsman & B.A.C.H.,0
288753,73E1AYMJnQIpMdsOTZ1Gqw,455.0,[],VENIN,1
340742,1DLBD6Rhp3kKjzamA9lULf,126.0,[],10 To Go,1
244561,0yUDeJSQPp9jciPAg9yoFg,93.0,['background piano'],Patricia Aveline,38
228403,6DuA9K1bT5un4N6bYdEiOk,50.0,[],The Philharmonia - John Wallace - Trumpet,0
279444,77BTkRyyefeKvcnFzhfdp2,1068.0,['russian punk rock'],Рекорд Оркестр,32
140013,21ND47q78JLAfDR1qpKQmj,9106.0,[],Orchestra,50
93489,0PkiRwwwBiT3f5KI1gnVnF,2.0,[],Mic8h,0
1049813,6aXEAnugCABEpSnvVCL7zu,39.0,[],Bob Goodsite,5
79550,05nFIHwHmLLkkywoBaKPEK,0.0,[],DaVontae,0
563953,2nPYcDNCVJRdPtRj8u1OgY,14.0,[],Stereo Code,3
438824,7GHBho1pRWUW3jiA1oOFGA,710.0,[],Plïnkï Plønkï,31
303263,4sb801OvaqV7VxoJZKYCeK,8.0,[],Marina Bartoli,4
1061416,6YD0zCNOK2ZqIJXFveXTUx,13.0,[],Sebastian Trescher,1
1095128,34m7Ch5dhcppOJgEvJGzTi,2.0,[],Эфир,0
649144,2EihI0K8mpUPRjZhgawoDg,77.0,[],Movin' Melodies,8
557673,4uD71hCd5nt2LZIJBCOID8,268.0,['himachali pop'],Vicky Rajta,20
159793,2nrwvMXsTLsDs1buoPsZeP,12668.0,['bandinhas'],Banda Mercosul,33
123964,075Y3n2t9lo6c6uL9O5nPQ,0.0,[],Otto Rocket,0
804818,5x3uLwOztyqS5srq9cLzXu,99.0,[],Andrea Stolpe,1
751854,182MAHJrgeGYcfxpNVS2HY,1.0,[],Menna Bros,0
369836,2nTnjIfQIudhsrOWZjlob6,62.0,[],Yussuf Sabri,3
160941,54dz2oZHyoh9ZmfldoKogN,2540.0,"['meditation', 'singing bowl', 'tone']",Satorio,42
889159,1mRJYHI9s5RPaRZw9apG2k,9.0,[],Pleasure Trip,0
315299,5w0jone6P4sbYmvnNH70cs,1541.0,[],Dani Bell and the Tarantist,22
664914,0uW6ajeHjjkGD0yuyNjkVs,1.0,[],Gregg Lee,0
54677,1Ksz41oiXLNNo9MHUtfxaj,2.0,[],J.HILL the Servant,0
981861,0QHhJKAxduMM3TmyLX5xJb,838.0,[],Jamire Williams,10
248189,212mNgmOcdI26qOiHJiyyi,28164.0,['duranguense'],Paizaz De Guanacevi,40
504272,7sZ2V0LLxotJ09hIyfs76I,20.0,[],Surrounded By Infantry,0
810117,1cyQs4o9vjskc7WOSc4kRv,38.0,['musiikkia lapsille'],Kardemumman orkesteri,2
1024960,6aiYEMPs6vYLkknQTxqI6k,2.0,[],Smote & Gabanna,0
1015017,145oBYXofDiHX54HauEUUj,2.0,[],Hattendo,0
642068,0sdElfSWuReEvV211nZQ4K,108.0,[],Ninja Scroll,1
326060,4dOYtDwPBu1RdAKkqN0d7X,1939.0,['australian metalcore'],Shinto Katana,12
901442,4APH7Y1R4cEuh3pAIgoVLX,17.0,[],LG The Gangster,0
271309,3dftgviJpvdd0G1nFYgBss,47.0,['sky room'],Chris Energize,1
789553,2XMDUITXZwkDiFkdOwBfxA,510.0,['riot grrrl'],Shoplifting,4
50933,3Aff0dbbzT8t92q4cWukBU,56.0,[],Robert David,19
583971,4SxCvdBdW83suxnCr4Sskm,202.0,[],Neive Strang,5
408535,5wwBbyLIwll9Iv47v7hHnc,3.0,[],Party Tonight,0
382067,6hGgoxuhiAMH8qQ0B3ryRK,21.0,[],Dave El Hiphop Junkie,0
6791,5UcVO6pya6mFJ1LYYyy5u7,14493.0,"['albanian pop', 'kosovan pop', 'tallava']",Remzie Osmani,43
262039,0jOZmrzKJyCEp8CAbwMtk0,324.0,['gypsy'],Etnorom,9
834330,67GkK6jGYuER0VBy4mdm09,741.0,['peruvian rock'],Pax,10
392838,1GnXFbUXhMQd8ajcl866CZ,20.0,['prank'],The Serial Caller,0
264780,2wpskShaCrgkVcET4JzTAV,1011.0,[],Wilson Jermaine Heredia,51
882905,5oTzMfVfpttdMijq3c94Wp,110.0,[],CYRUS,18
958434,7kNHCqsOypTQjE3OgOWjcp,16.0,[],Lisa Kendrick,0
1085356,166BBS7QHJADik7aUtB6OB,2706.0,"['ebm', 'german rock', 'ostrock']",Pankow,20
130937,7E58A68mmNJtiFuSdoTWVH,0.0,[],Domingo Conte,0
517553,2ehGvF08dnMJucRLFQ6jDb,58.0,[],Todar,5
446654,55t33qWtUgh0jPmqrFTafJ,367.0,[],Cyro Aguiar,13
464535,2VU0gB4OgNxnrMc2pCRO8g,4.0,[],Ann Young,0
750859,48AB4g7D8UBDyN9mMWOR5K,473.0,[],Mondo Cane,0
535096,7hkL4Z6502ldpoJMXMcYgE,448.0,[],Ridho Hernandez,19
542481,5arRbK0cUt2tekXHqlXMvh,0.0,[],Cold Retriever,0
427951,3i7EthutvNVZ948kizJ6Wi,274.0,[],Jonny Manak and the Depressives,4
275541,0mMwHfm5Ec5z1iGDaqJ72i,34.0,[],Pooh featuring Andy Sturmer,14
286949,2Vr4277JPciBE4xWN9OgZT,3040.0,"['balearic', 'chillwave', 'indie surf', 'swedish electropop']",Boat Club,14
391223,3KiAeTnqSJ7FRPkIYsks30,22.0,[],The Joe Trainor Trio,0
920673,1ufobU4XW71mvdMLWv550F,18.0,[],Jhonny P,0
388041,3yTHfbUt2cPfkMqkWIYqpm,0.0,[],Sonny Sonny Vincent,0
1068656,3kSDOw6bEMSStOjqLR2kVX,3345.0,[],Colorblind,36
483129,5wwHiOqqPmW9OeX4Y7E4Tg,136.0,['native american spiritual'],Delbert 'Black Fox' Pomani and Thomas Duran Jr.,11
134236,4Bhl5ZeN3o9SHCTFpIWddK,12.0,[],Nashad,0
1042505,76CGmuQRSPZ28eouy7r5O2,0.0,[],กอล์ฟ ฐิติพันธุ์ เกยานนท์,0
383654,6FXsevgJgKpnfFV6EpsdyN,1.0,[],Tjugofemtesinnet,0
833563,0i9r8CLxtUBsVvTBCLuL9p,11.0,[],Maleminore,0
1061916,1I0b6m0tFvZtg5UWmqjHG0,3.0,[],Eddie De Marr,0
88879,7ivdtei9IazEE1pKZ65xyQ,0.0,[],Muistojen valsseja,0
326805,5ShX1bnTiduCIQhNXfZh1a,16.0,[],Barton Strings,3
489896,6d8vyOFvH8lvAIKGs48cXM,482.0,['metal tico'],Alastor Sanguinary Embryo,1
147026,03q0LwhWeztPdII80xe905,89.0,[],Allydi,0
70786,01AnyiG7WQbfCT2HsPjA87,28.0,[],Skylight Traveler,0
316147,0JrQmfnbPvgILOAUIzPC5S,1.0,[],Smith Family Singers,0
819011,6fN8PihXSBqbRk20mxpgLi,557.0,[],Obe 1 Kanobe,16
