,id,followers,genres,name,popularity
77979,1xhmi9jTf4UTEjwiVfBVQW,3939.0,[],BAZOO,20
184837,7kcrI9P7kyB2bNYY5mCx6q,2533.0,[],Cheb Reda Diamond Ft Zakzouk,11
816748,5KXDddb9VvaiMZHDm3anPJ,625.0,[],Lord Vital,22
137404,49VXmd4gPDKLfrb5yPQ7x6,706.0,[],Glynis Johns,32
197946,6NIwtYlHUa2xiDjOYF4N86,615.0,"['post-disco', 'post-disco soul']",The Jammers,12
1030419,3S4JTmoxVZ8RPsUU5DXhhb,1399.0,[],James David Carter,12
171418,3Ot50wqmS2KYuqjjRoM3yy,9.0,[],Aveyroad,0
676957,5kz69LhiAdOwbARrTnCxFg,131.0,[],Harvie Swartz,13
760285,6ufQlY014QTKx8ED87b3y7,1039.0,[],K Weezy,6
130215,24PJRbYtu3Cq5CuF24c1QZ,15416.0,"['big band', 'dixieland', 'jazz trumpet', 'new orleans jazz', 'ragtime', 'stride', 'swing', 'vintage jazz']",King Oliver,28
121022,3nRifdQMP5925XSkIN07oC,12315.0,['italian disco'],Ryan Paris,51
216829,4kMt6IE1F0v9vDvnp4F4Xa,4352.0,['tamil devotional'],Raja Rajacholan,7
96689,00zJi1r7q1hbBYXPLd04B1,0.0,[],Tosyno,0
644930,49axgsN1VnFIII4oTXyUfL,527.0,['indonesian ska'],Richcracker,3
652106,0AGWpc8nl5NQNkvsz75rkF,948.0,['montana roots'],Matt Watts,15
1043450,6Tht5wiqzlqQTLqEby3nMS,35.0,[],Mazen Murad,5
688580,55f3flpe6W2pBXORfNpJXw,2.0,[],Dodo Basnak & Michael Lander,0
1063284,6WRk0QuruN3LxmMNHt1DyW,52.0,['indie emo'],Pecola,0
278333,3iri9nBFs9e4wN7PLIetAw,1588476.0,"['alt z', 'electropop', 'indie cafe pop', 'pop']",gnash,73
841219,6ZJvFFyLWnj4xqjN52gJwL,225.0,[],Jabberjaw,0
988700,2YNinIxd5sEZdO0xzp6q56,40.0,[],Mark Wundercastle,0
841587,7EKx9gMC3WlfLzbuKz4mHC,29.0,[],Suburban Hoodz,0
388988,1dSJxFWkynG7fcgXKdhf2R,0.0,[],"Don Louis, Colicious, MitchLNS",0
1062356,612Bz8THNmCDFwhVq5DsTX,26.0,[],Kim Morales,0
238113,0flJJUKcnHLILUsNDmUKfd,27.0,[],John Vincent,0
951433,6lKAE7ZaUGvkoZEPRMm1vo,23.0,['spanish jazz'],Igor Prochazka,0
695137,7uHHeml2BoPugwYRR6ryiX,41.0,['chip hop'],DJ Bizkid Meets Nomar Slevik,0
64726,2O2MRdVmId5VbqJLrNw8fx,5860.0,"['classic finnish rock', 'musiikkia lapsille', 'suomi rock']",M.A. Numminen,32
810742,3kbs9tkxPOSwvhcJpub7mk,5.0,[],Stan Worth,0
941148,7FasYoyLulOuSmTkyasFkg,19.0,[],Indian Nick,0
1085877,5DdcdVmoVKFZghbXzWhfbf,23.0,[],JJ Boy,0
93738,08kGhEOA7KfngEbG86iw2w,0.0,[],bigdatti.san,0
385104,1q0PMt8b0H0RRGcZd35XkJ,6033.0,['afrikaans'],Thys Die Bosveldklong,19
876889,5cmAoURYGVEFe0FyqQ127T,5182.0,['trap italiana'],Yamba,35
223475,29Q6CzVHA9iETYluKuHGSN,471.0,[],Nicola de pane,19
952234,1SHwvJsnku1NEDZKFH98tS,6.0,[],Charles Williams & The Queen's Hall Light Orchestra,0
1072963,0qv0TWMDQa7k4EE96OWEvS,2826.0,[],Death of a Nation,23
970822,4dmp8eqfK58WXlB1ndblsO,60.0,[],Dov Baron,0
729347,1uPcEitVTkNP5QpUtTbxqq,4978.0,['calgary indie'],Sea of Lettuce,36
145368,5soMpG6E6oApEiCZgrWeVz,543106.0,['spanish pop'],Rozalén,69
969890,1sMP6YAU7vZtHggOkVv2tH,25.0,[],Booch,0
974701,7vFdeNDTBooOBEHUywuuT4,0.0,[],Nesa Wright,0
329835,6DAKUhxTMFp33el60kGrKW,98.0,[],Ghost & Goblin,0
834430,0VYF1C10ELeCpc4oGY0cWf,555.0,['japanese post-punk'],AUTO-MOD,5
302586,1cGRLFSImeNqa16rbnBPzl,284.0,[],GREEMLOCK2PIECE,16
958135,7AfCv7q3a69tboY1f1DIsC,519.0,[],Igor Dewe,14
1085106,5YEBE9TEPuI9u6orx67NkL,285.0,['irish gaelic folk'],Róisín Elsafty,4
144914,24DO0PijjITGIEWsO8XaPs,252378.0,"['deep house', 'deep tropical house', 'electra', 'house', 'pop dance', 'progressive house', 'swiss pop', 'tropical house']",Nora En Pure,67
874123,1BV3Et178IRaqnlVPkRUe6,26.0,[],Leoboris,2
1067415,2WEjXJYA710lQaylO7jIKk,1303.0,['lo-fi house'],Moodcut,5
673726,26zpsMR4Ef92Blc6y0XvMb,377.0,[],Graham Connor,4
168204,0n1Mu3hcz676mMVwz6z2kX,37791.0,['reggaeton flow'],Jowell Y Randy Feat. Delagettho,29
908776,34FEGIKbMgspQMrlXlTOCK,204.0,[],The Morgans,3
454140,4eS89G0o5ibuW0VTpu3EG2,20.0,[],Wear Family,2
1074773,0PiRz9qowgW2HL6XhcZWCk,52.0,[],Sabina Chantouria,0
1042079,03FGj7ssFtsR6I6w93yh2Y,104.0,[],Chaz Robinson,2
937426,2vdGp9EEF1YW4yW1WbnsBE,694.0,['old school dancehall'],Reggie Stepper & Super Beagle,10
252529,4tIZoQZSVRHduLke5Fm6zf,65.0,[],All Stars Generation,14
957599,4BWGoCXeTvkKoZAL4C8KiS,2.0,[],Jennifer Lyon,0
905531,0v4PiwbNSP6mcly9FqqZuH,6.0,[],The Solace Brothers,0
583318,3mVDjTmZtGqaMdUdnO6fsS,3.0,[],Bi.Rss,0
310782,4ika7JrUzBIUMeHxUdGQlM,37.0,[],High Road Easy,0
636613,6KJC1M9nvTzV2R2VmB7Bo5,774.0,['australian house'],Sondrio,29
322516,2wmbmTYceszrQmDsbHcUwb,11.0,[],Letters From You,0
239652,6oyYrS7c2JFYravnmuOCaz,2015.0,"['british folk', 'psychedelic folk']",Simon Finn,15
334982,5l06f4Yf2oZLviYVEsN3Vt,10.0,[],Mike González,2
466645,2zKh230xg1J6Ty29fv5Ujm,445.0,['adventista'],Nueva Voz,9
107868,0BpGlJtak7p7kNHKw6wNkv,18.0,['musica caririense'],Nordewest,0
478625,4Lp7IFIYAce12ba85M9cFe,2787.0,['english indie rock'],The Shimmer Band,8
815802,4Y8TIUPfc2hJy7N5iwk4WR,12.0,[],Lisa Fishman,1
462038,1e8vkb9r6bdMMY7ZFNvE28,37.0,[],Scruff,0
674913,70f8Uah52039hEEDZB6g9W,5.0,[],Pad,0
780732,1GdDAzeLFkSjOdUYzKThjZ,38.0,[],Riccardo Veno,1
831353,19VfhT7QMhHlQ1J8vLqWWa,173.0,[],La Villa Ginette,4
534674,6SDnFpxyWC7lq87dJRScI4,56.0,[],Danny Santos,5
838807,1bi2I1gdsYQvbzhfAtTOxL,1.0,[],Jamaica Johnny Cayonne,0
1001514,0vcvqsfyvfYlY99IjfrT9l,13.0,[],Sharon Nelson,0
963582,2Qpgd9NrRVgXSewvLNHIh2,92.0,[],Vetorial A,0
528068,0BrfaxYIf57JzIYj13EbSP,10.0,[],I'MD.B.,0
1096137,2JbTs7K4KrCgiaj4aIPsi5,2514.0,['quebec indie'],Clues,13
253688,3MHjbcGUxFSEHexlD4csSF,2227.0,[],Belinda Kinnaer,36
873332,0EyPx7nbpupVl3CQdCsPyq,140.0,['j-division'],桜井梨穂子(CV:新谷良子),6
781735,1skWKMGjNIHVvQSE0lhC1G,147.0,[],Manuel Quiroga,11
1035483,6Ew6rG3wYHZISDmJzWlJq6,116.0,['deep german punk'],Manku Kapak,0
726539,17D6HD6oVVY30CIBhptlFj,58.0,['miami bass'],Big Ace,10
845866,56VzPMYa9VN3Gq1uDrcyO7,461.0,[],Henry Priestman,9
637598,3hqM16AbrEljmBxZ6IYFjp,34.0,['taiwan graduation song'],佰柒 NHSSGS,6
120431,0glQht7sf93qGNJ3TQKQRQ,20.0,[],Raymond Paige,8
811963,4xwtwifjvs0PE9P4oW0eU5,125.0,[],Pablo Piccasso,2
559792,0jtXbZhFVyrZsBgahNHAdd,25.0,[],ALJ,0
44149,1CD5WWtF6AFUq6BTY20I4k,47952.0,['israeli rock'],Full Trunk,49
897077,36auALXLDVSV73O5jD0LVa,3176.0,[],NYC Jazz Quartett,29
328297,3th2VExwyLzHYKn9velICa,13.0,[],Andreas Fon,0
642485,7DMnd9qoE4YebPG3YUBTLT,24.0,[],AShy,6
156194,4Gg1w0R5wPYzxxnaaBw60Q,14.0,[],Roc & Presta,0
300696,0WkzTjiDcj7D1DfTe72b8e,1162.0,['experimental hip hop'],Stoney Willis,12
331026,0cL3lJv0rKIy5mCH512Grv,18.0,[],Pete M. Wyer,0
351954,3sIDQESXCSLrTffftU3Lzf,68.0,[],Ray Charles Big Band,2
192787,5IGQJJd4HddiEDtrNe1ovh,244.0,['classical trumpet'],Robert Sullivan,7
779877,0nSGOGJjtAZWyHqPyIvnwc,6.0,[],Edward Anthony Luis,0
148432,1IJVM0FTLLq8RoO12BzhS9,0.0,[],Lul Nasa,0
881887,18kA00pNwsu91BJwMqsIsm,14872.0,[],Rob Level,37
967692,2zmINEhr5fbj1ZFO8Ebs7F,5.0,[],Kollabo,0
298170,3l6jaS9kHWZGwAN7Q9EllJ,1020.0,[],Ampex,0
560137,3vKhnyEcdjBDSU39gcFLG2,297.0,[],Government Cheese,3
493156,5lkLVySHLqu96ZtrxjP5Al,153.0,[],Cheepskates,4
822442,2s4BUTwfNpJJbFwBADzTiZ,1173.0,['hoerspiel'],Die Zeitmaschine,24
1066434,4YDi662DBtdQxo7DaDy08P,3.0,[],Acustalapse,0
680511,0H0LexqHJ83uvcGZoQ4DS0,10.0,[],Simply Vibes,0
531222,6xC329bjNpdLG53QmAwMEd,39.0,[],Wilson Dobbins,18
976271,5BrW8EKlSPA2eSqzo0e92G,2.0,[],Iconoplast,0
648974,4Pg63qkhB9MNJiiAENjD7S,22.0,[],Vivo,14
1013600,26jJ9apXaCIVp4Y0olka8r,63.0,[],Olivia Foschi,0
539076,5NE9onUTR4CQB3DED3u4yF,108.0,[],Simone Gubbiotti,4
487183,6lgcgRn26ZNJ0yl9PuMqKo,31.0,[],Face the Funk,0
772134,2iRPRn0A3FboNDbf5LctQf,2.0,[],Gorr MC,0
509400,4ewXKJVlY7POPNJfhs44ms,50.0,[],Noemi Mieses,4
1009154,0uQDZpcB9y1YIAOUZzgQ2U,1555.0,[],"Scott Weiland, The Wildabouts",2
997389,4qNUBkCYa5NxTEtImmuMpc,34.0,[],Frank Winkels,8
701125,5E6ElTxvXaPoClwp6TLQ4e,31.0,['cambodian rock'],Pou Vannary,4
1068234,2C04Xr7eFP1bFc2XWTDRTx,265.0,[],David Vest,9
907519,2B5NEwbiAZDfwx9BiPcavy,0.0,[],Mike Chrisman,0
580249,6p6plGAGt9oSzJXAz2wa9f,121.0,[],Eudão & Forró Largado,13
774442,21u2gjWUBLj4q5thPNh2qs,86.0,[],Peter Wahlbeck,1
261334,72QhPechMGu0gtwqNBMZ0R,2920.0,['panamanian pop'],Bvlgarich,27
344316,1dwMXJoNbFfZYWsQvhofyS,277.0,[],Humidumi,15
251083,7eCLt4wkC0dHNa9U4i1peP,12.0,[],Oquesta Sinfónica de Radio Hamburgo,0
745234,5IhoEP5gIZ9MUBuKHS4uVa,43.0,[],Indies,0
222949,5WglKKRgHpAp0K1wvW2dVI,21069.0,"['gospel', 'praise']",Preashea Hilliard,32
111232,0dX6tgZKWpamoFHFuXFhwd,97241.0,['k-rap'],Mad Clown,49
969812,1aeNRhISdrC1glD6gOJtAX,3.0,[],The North Germany Philharmonic Orchestra,0
1061599,2zNkI8mCiflLRUiztYqo1B,25.0,['kashmiri pop'],Rukhsana Murtaza,3
143433,55kkrbuMkdzPGD7YGA6xrJ,19199.0,['punjabi pop'],Gurlez Akhtar,68
609932,7JMxgyrKZ0BuYwZzktpRLG,2.0,[],Synth N Tofu,0
472614,21vV64MAGfLhFN2Iut9Hrk,4.0,[],eMaRe,0
131744,70yAYQj1Hz1XpDcGIk9HSx,0.0,[],Harald Mortensen,0
758973,6sIsNoIL5wyJ8GaQ5ecWUE,1418.0,['afghan pop'],Suliman Khan,23
963045,3deBcfyk0RikW8LI9ef5EX,32.0,[],Dr. Steven Worringham,0
523413,4BpFNVYnUjskGIEDHOSKEg,1.0,['musique alsacienne'],Les Knacks,0
802058,0EWMZgr0f9k7KVkfm1lIIG,815.0,[],Major Dreamin',26
553952,2NXIPHWmEWzvROsP2OPZEz,36.0,[],Xibil,0
990109,4ZHMw19WwTaFPtckR2lToN,15.0,[],DJ Gigi Camporeale,0
284907,6RGqotzi2kD8ix696NId5m,380.0,[],Garbage & The Screaming Females,0
426930,0lhMP117Wtw1H4Nynxqvq6,3.0,[],Josh Presseisen,0
703733,46ltTMDaoKhcbmKmmgOlXv,333.0,[],Aye Mitch,7
171760,2KOLCdmN4cyR6BMu1G61QC,5.0,[],Milan Friedl,0
932307,6HtbWWcfALjXqnXCwSMWwS,309.0,"['malmo indie', 'svensk indie']",The Mopeds,6
417128,3BRlJUYXKkBTqwe5Tmaa84,562.0,[],Bear Driver,10
473104,1alqDtYqonDhslMMhJW3KN,0.0,[],Mr. Money Loc,0
106682,0OwTyVQiap8vAsOr2AwZsV,46.0,[],Rodri B,0
442923,7MPCQ0bhM9hTofPYXDGLQR,157.0,[],Alex Bello,4
808759,7Jr2KF89B0k3UCTfuiukYM,11.0,[],Astralfish,0
1041622,37zTuwJnRm3pPLmVqx0IEX,168.0,['epicore'],Koke Núñez Gómez,3
134018,2D6TqN3REoupz3CGbTHPln,17.0,['italian tenor'],Florindo Andreolli,9
746822,6aEFZUUdK8207eWZNbZgXH,4.0,[],"David Penn,Sebastian Gamboa",0
207019,2CzAMm46coQpauDZj4a4ic,16584.0,"['christian power metal', 'melodic metal', 'neo classical metal', 'power metal', 'progressive metal', 'symphonic power metal']",Royal Hunt,29
872994,6JlzUJoanJpug4PfcxJlPx,112.0,[],Adam And The Couch Potatoes,4
4887,3y7fpjRd2oMABMKz6zGX3l,12033.0,['coco'],Caju e Castanha,32
703124,7rUgH54xh8S7inndSldw0Q,94.0,[],Headcheese,11
204210,6ujubgp5dEX7MYpmJA7emF,2752.0,"['albanian pop', 'tallava']",Nikolle Nikprelaj,34
844146,50RtIjpO1lrnhEigF3wQ7W,33.0,[],The Choir of Saint George's Chapel,0
1024000,0zDeHYGlT58kxP2FsNMacS,15.0,[],Phone & Pose,0
502660,3WTy8TroIQ0FzBKUETFANt,59.0,[],Spacebox,0
542428,2ab5SL3Xtz8fPDdgvFh52r,11.0,[],Мини-Бикини,0
149146,2NmCM0hPrfQdfJYmV2EwqW,13.0,[],Simos Simeonidis,7
1049742,4zuDCPOyJzNAO43Za3Teqz,3.0,[],Los Tiernos de Colombia,1
96497,0QAqwgvKpItuRUQrTbMV4f,123.0,[],Gail Honeyman,21
754632,0EOUI0VPUqI52ZP7DWYGbf,290.0,[],V-One,13
574261,5UpcHhHtcTSkXvJNtifApe,413.0,[],Shayan Heidari,33
768892,2mJwi5mcWc9TZOcoZATTAI,1.0,[],Cassie Chaney,0
934048,3JEGolxx5KxKZudKj3jwZz,602.0,[],Supreme R.A.,25
829211,6lbYrqQfAWpDyhKa72Iuue,23.0,['hjemmesnekk'],VLD-Unionen,14
387771,77PXYQLKcFkntBmVpXnUr3,4.0,[],MCJ Production,0
440157,1tBvoAPR5vVENrhAUXHCHm,73.0,[],Magenstria,0
146600,067MYhwOcHilLDIiwtBNwk,15.0,[],Dizéro,0
442690,4XhQJV9LdnvLFRvdVNLq9e,94.0,[],Los Cristeros,6
373013,0oBKVuUWesc9y0YGrPaZDE,1976.0,[],ORU LIVE,21
776469,60oWoLhhTcLA4sntcSrOm6,14.0,[],Johan Ohlsson,1
983185,0nrVEQ2E1ZnOxxps6ykkuX,0.0,[],Brown & Slim,0
552617,0bfAfRBKfGyuLcQz8TwW44,26.0,[],Take No Damage,0
487160,6FC8MYXwLOvgLYpZwCMcQi,76.0,[],Tropicana All Stars,11
883348,1aTL2zE69UoqE2sUz1Qfw0,4606.0,['thai indie'],Yarinda,15
212203,2ePYYdzPfEunMjqTd9uc6R,1.0,[],M. Dam,0
1050562,7gNSM1rB9JLFMXz6o68g4K,349.0,[],Knaladeus,19
888034,4IQxLwHL2e8JRPQ1kbMuwi,3129.0,['danish electropop'],Caius,39
374165,65HOFhriwOscT1MbxAuUEf,2876.0,[],Young Trizzy,0
666854,7xk4GRsMEYiOtT6Mfzd3jC,45.0,[],The Hollowbodies,2
350330,0y9VHWrQQ9y8WKYdBB3bc1,288.0,['classic punjabi pop'],Pappi Gill,23
749430,1wnaeDbP5Yl9MNV9qC008L,3366.0,[],Philip Lassiter,27
224614,4G3zoMrsH8dPuj7Vp0naFb,4017.0,['traditional ska'],The Steady 45's,23
355175,4cjnMmskBg1YFdY5bfycFW,241.0,[],Blowbby,7
54278,0QbyTsF786EwB7TSRDCGEX,0.0,[],Angelo Calostro,0
321032,0OsMvUm96wu3kAojVcji2G,272.0,[],Homicidal,5
542491,3wGIsRazKpYNxPskQUBRDA,19.0,[],Anju Ramapriyam,0
784076,5vnv3OPV8ahsK1VsR51gFY,84.0,[],日本合唱団,7
536352,2m1BD3CySkF2gBV9wVKNik,309.0,[],Fuck Toute,3
521001,23acrWUwMbYziOAmAeNUji,724.0,[],Dj Empire Funky,8
971581,74B9TONem6rhl0kO6d0oCO,8.0,['slovak indie'],Scott & Zelda,0
613235,00UjXzDRSfiTWURZs5br4v,49.0,[],Maul,0
919780,4PSN9YxUSAThilqZGqEAnk,1.0,[],Momo Argote,1
319591,275OcE98O0YY37MEZDYKYQ,1164.0,"['jazz accordion', 'portuguese jazz']",João Barradas,13
92153,05SumoIHH3uOurWZHNXgwd,28.0,[],DoubleMK,1
501250,6b0sZrbZvB0gkentWjSni7,713.0,['german pop'],Mariha,19
1017171,3NEk41WXHfpDiJxYn7kHe5,3776.0,"['j-metal', 'oshare kei', 'visual kei']",Phantasmagoria,8
865202,118bB7n3WL9DYDnffFxweg,2.0,[],Christopher Daniel Barnes,0
373713,4fmdgcOvmNJva9t5ZfPc84,1139.0,['via'],Пламя,15
1071189,7knX09gycsICUsngJj4xVc,34517.0,"['progressive post-hardcore', 'sacramento indie', 'swancore']",Sianvar,38
656232,2VRRCJanxmktHIzF5C2CuY,73.0,[],Stephen James Edwards,21
696818,4EkzZ7NmXli7Eo5ZqoHZgp,1687.0,[],Bruno Sfair,12
1014555,3XBLYbDntWqQdn3avyR3UB,1317.0,['popping'],Charodey Jeddy,18
884866,6RljDTPqDtk7AKboUBqwji,2.0,['talent show'],Dexter Haygood,0
764110,61iyLIWghOr4b6g33RkoLZ,103.0,[],George Carlaw,18
402280,2ipczGZLzZf16vsaENnuOF,6.0,[],F.U.,0
324273,2MKMDWlq6Cli9109t09TaN,167.0,[],Small Night Orchestra,9
674167,3hwO6cwWyV8136Xr90laJw,15.0,[],Garth Ploog,0
272428,47umbAPcZjckdMOnHJHO4S,11.0,['sotalaulut'],Einari Ketola,0
657281,6vhSvbkO6wp1FB2U6pqzgz,5.0,[],Elfrida Nilsson,2
569815,341o558LzchAyCVRMzn3rB,230.0,[],Slainte,3
892910,0t4jbOJupyPWVMldQkmfEz,69.0,[],Tracy Ackerman,7
77613,6HZ3l40D04srK87biBosvk,22.0,[],Enid Mosier & Her Trinidad Steel Band,0
206065,51hq2WvXCCc1z4ygbN4FFV,2357.0,"['belgian metal', 'melodic metal', 'neo-trad metal', 'symphonic power metal']",Fireforce,18
784322,3GybTR9eHT4rzhUrf12dmM,36.0,[],Bey,2
162602,4Ik7mQNZJHkOGtU3Vr1bAF,304.0,[],Dudu e a Máquina,5
61246,035GjTXqGGd9DSj6oQZhIz,4.0,[],Paul Flxres,0
179801,6ms3D0kJqKLA6VOXG2z17J,19326.0,"['cantautor', 'nueva cancion', 'trova']",Edel Juárez,35
523729,0BnVo6UCPiWjTeAMGseC9D,9.0,[],Pablo Pampin,2
823707,0cCcXCxq76zprh8wHeCWD0,291.0,['calming instrumental'],Woven Hearts,25
805486,6PzXGDPVnXgjfV9rW9g25P,78.0,[],Freddie McCoy,1
348602,7wXpAldzyufMy9eDksdZ4J,3635.0,[],Puri Jagannadh,10
1057276,2My60bcooQ9SvaXKZNEAVU,1387.0,[],Morning Café,7
862617,1lDl3BwGBn1VMD7p29RJwF,2.0,[],Undertango,0
377248,2ufcR3gjD0Al9vSs7AdI8T,10.0,[],Supre X,0
375822,0OALUwxc1EDvDXA3tj86Ea,189.0,[],Dry Spells,13
737806,4BB8iPvfKUubDzP4Upn8VG,53.0,['muzica populara'],Florica Ungur,0
867045,2cpqAvWblmnd5DnCuD2iNn,0.0,[],DJ Synthysician,0
78340,06erfpxL3jeiVQxZfVDLFt,0.0,[],Yansen,0
651619,0Zj9jgf4akq3If1S1Mo1CH,34.0,[],Safyre,9
359863,0nZlCafg0VugpLSzahEa22,114.0,[],Sungsneider,12
26560,785G4rs8cdeU7kKM2XgoI3,6154.0,[],Anweshaa,40
613812,6j3nFs86eY0EBjdb0a8ybn,217.0,[],Clanna,14
766861,4SVK8olmgKNG2PNPzKsRhG,9.0,[],Matt Melashenko,0
433878,12pN5UhlC4NWNVKMxr3xrE,743.0,[],Darline Desca,16
261580,3WMHQttfU9bmk07ZVj6crJ,183.0,[],Lost in Time,0
135143,7exuZJwI6hDWDCAI3Dqzzf,511.0,[],Mitch Miller & The Sing-Along Gang,14
594531,1uG0CA0bZ05pKBivFIkLxb,2043.0,['manchester indie'],Floral Scene,21
379065,7dVg6qhGVTKPwPKKFjldip,335.0,[],Eddie Dimas,14
94072,08oj5uTkRVRxSfmUICls5k,4.0,[],More bcs,0
746463,1oaALvmE5faBfab1Wm2014,0.0,[],Ron Paul vs.Vanessa Ekpenyong,0
693819,4wRbM9UWf1TRWsWqsJFSDR,24.0,[],Alex Lear,0
983269,0Gtz5oLNEJ4OkxRx2pnOfG,127.0,[],Mr No Hands,2
49167,45L1NFKjEXk4SKQZcpBzXC,4084.0,[],Pan Flute,34
632374,0tKAB7Cqmf5YPkN1Tc9XPg,3.0,[],Totr,0
1036195,2k55GlZ4XckJwuYEQ4HJAO,3243.0,"['deconstructed club', 'experimental electronic', 'glitchcore', 'hyperpop', 'new isolationism']",7038634357,23
172747,42Tt0c612ANogSbFJXaqUJ,267.0,[],Annina,2
151140,039HWymb5EJiSHhtlJctsi,21014.0,"['german indie', 'german indie pop', 'neo-synthpop']",Say Yes Dog,51
643484,07JZEHNd58YI2vyCbTxEW1,100.0,[],Spook The Herd,1
98152,0H7HBPNhD9CdUGpXNjPWhL,2.0,[],Novato3kHouse,0
248413,02ZE9jr3YJfe5XaVSzsPry,688.0,[],Siboney,0
336866,1J2Vnmjq2jLcSycDyYcbes,49.0,['puerto rican metal'],Errant Society,0
356645,58AGpocv7LTiLIECdjiqeg,121.0,[],児玉マリ,20
388989,1eF11f5aVApVm6wqELGi5v,8.0,[],Valley Meadows,0
765121,3sRzLWb4G1WFDNJjOE1HCV,25.0,[],Centralstaden,0
229475,0tCe0vmnk1Rzw0t3cC0pHJ,19.0,['kodomo no ongaku'],Kunihiro Taniguchi,25
55923,3MQ3S3FTGeRnQvJGebpQAf,2035.0,['folklore paraguayo'],Flaminio Arzamendia y Su Conjunto Los Romanceros Nativos,24
498607,6eWtybJk9fG6l6c2Fa8JOi,0.0,[],Will Conniff,0
691772,6hfaqCCJQ81CwbFderSq5m,140.0,['norwegian punk'],Dømt,1
452474,29b86mglSaqB9FyrMYNcdI,59.0,[],Bossa Nova SD,4
131010,3tHFpjqpmlUmdfnTd1rDZe,103.0,[],Oliver Hardy,2
533954,70ijWmyLpG6V6GAFkCf0Wz,29.0,[],Johary,3
515540,3NVd2EUtNpIjJE8dbDjFnz,89.0,[],Mick Clarke Band,1
873492,5t5C8BHZ8ch5p0wvbcWh6P,1794.0,['chamber pop'],Thanya Iyer,16
7581,0bZJ1ip0JA9O5IkQpBnOxA,45.0,[],Banda Juventud Del Norte,3
1013903,5do3MRzKanwSAPOMf4EHyJ,5.0,[],Jimmie Thomas & Spirit Of Love,0
204448,5cwsfjgk6DOGznwODBzslY,11335.0,['taiwan idol pop'],唐禹哲,30
11187,323gjVOWgnKGW3VuT8VKTx,18432.0,"['danish hip hop', 'danish pop']",Skinz,52
828058,7znZd350xIdcHs3tcr1RxS,10.0,[],Undervattenselof,0
296690,2ljVOm3hxQ8HlcxjsaZdzd,1631.0,['atmosphere'],Calm Solitude,19
286736,6nmh3wMQYxVi10CC3iWeU4,4204.0,['swedish hip hop'],Professor P & DJ Akilles,25
429628,1AEgbCyg5BRflRNcUyNm24,33.0,[],The Dreamtree Shakers,2
677638,6VPwCKsLfP8B3TeGhgghV5,18.0,[],Rare Kandy,0
444479,09WHWCIpkmBt5LP1OyZLxb,8020.0,[],Tucker Rivera,42
434769,2pvPJ0Cbt7wei56LdB4sZi,22.0,[],Saif Wahid,14
358322,3Gx3xbCvcmFZ6DKd5uAK7G,44.0,[],ギラン(CV:谷山紀章),1
509821,0k24fH24WkZ0tzXGwmdIlG,106.0,[],Antonia Testa,0
197311,0L8WfspzNGl3usNOt5zYQ5,154.0,[],Noujoum Saf,4
600296,6AyUPDViNqzPaXYimYX5tF,2.0,[],Sveen,0
38541,0Jb1Zpg1bxihk5Ggoz4FOK,1.0,[],Christina Ivanna,0
166273,47i4noBzl5Os351Qlmxuia,3403.0,[],Paula Rivas,43
92855,0EbG92Q7YNj0cBy7gkhzp3,5.0,[],"Spiritual Sound Clubb, Yogsutra Relaxation Co",0
48930,2WyypmYjOdaXg0bXDP67j7,5247.0,[],Blaiz Fayah,47
431888,5ZhnY78yAnGkHiSlNh0Sqf,57.0,[],Toni.v 74,1
614023,1BmrmoH5tyObC8zEPfUf49,0.0,[],Edgar Smári og Þóra Gísladóttir,0
1076304,71sqFgiHP3TrFWbwB4k6r5,865.0,[],Aspen,19
115476,0NELIcyPUwv1NqkauXLR5O,1.0,[],Kid Colossus,0
963069,7wzRYS4UVS2eOMLGAhj222,3.0,[],Aaron Burbidge,0
767562,6EITCEmXaPheaqg9qnj5VF,49.0,[],Jane Labanz,0
958225,6M2Pk85GotQvfbYCmWhEme,244.0,[],Bob and the Apple,2
901686,7MEHZJ6ngAYUewmIHEviop,1664.0,[],Young Wolf Hatchlings,23
696935,7KOPm2fyIFYeQ0WVMDtkDm,6.0,[],New From Tape,0
260917,26S1Wv3QWEnPfqF3N3AsUE,2431.0,[],Nirmita Hernández,17
854871,1PSf44fMQYvSz4x3VXBAkD,2.0,[],Christopher Brant Anderson,0
24318,1mCsk6hcyVaO7SDkw7K6PX,7.0,[],חבוב,0
361644,2aHZpaSs30Fn4DaOAnSw2k,118.0,[],Velmondo,9
450387,0pV9sJmwUODZhvqllk0oso,324.0,[],Locz,8
22099,00MZPSMUA5G8UPIFEaPR3g,0.0,[],"A.Sai Venkatesh, M.Venkatesh",0
44667,5NI7U31M8fuYLuUUNMWVxG,423.0,['historically informed performance'],Jan Willem de Vriend,39
676681,4cmsWUsXi1mzS7pxgUIusM,20.0,[],Francis Hamzagic,0
1040870,41Xgx3bxDeDiLOz7a4MoBK,28.0,[],Mercy Train,0
995489,1pDVNcE343QqfAxbWEXFZg,0.0,[],Zwangshaft,0
916922,167JIg1eJCyrDs0tYqToiY,148.0,[],Mauricio Palacio,13
417075,4H0O3pQ19gzNh3BzhFiHem,25.0,['italo beats'],Nicologik,0
198420,3cLVylAzKnwLTci2pfTRN7,26.0,[],Darell Banks,0
176260,4KKQvsAWZWMkS1QCuPnajG,18139.0,['modern alternative rock'],WATERS,39
